Epoch,Train Loss,Test Loss
213,1252.1491088867188,N/A
214,1248.4479370117188,N/A
215,1245.7113342285156,N/A
216,1244.6889038085938,N/A
217,1241.0808410644531,N/A
218,1238.9608154296875,N/A
219,1237.3304443359375,N/A
220,1235.967529296875,0.005484563298523426
221,1233.8706970214844,N/A
222,1233.9840698242188,N/A
223,1231.0558776855469,N/A
224,1229.0305786132812,N/A
225,1227.6256713867188,N/A
226,1227.98486328125,N/A
227,1227.5894165039062,N/A
228,1228.494873046875,N/A
229,1232.6290893554688,N/A
230,1240.8221435546875,N/A
231,1258.3890380859375,N/A
232,1281.138671875,N/A
233,1311.5901489257812,N/A
234,1338.828125,N/A
235,1315.8226928710938,N/A
236,1274.8580932617188,N/A
237,1224.2188720703125,N/A
238,1202.2250671386719,N/A
239,1216.5947570800781,N/A
240,1223.9181823730469,0.005470879841595888
241,1214.0692443847656,N/A
242,1198.6121826171875,N/A
243,1191.21728515625,N/A
244,1193.3651733398438,N/A
245,1196.2031860351562,N/A
246,1192.9548950195312,N/A
247,1186.3839416503906,N/A
248,1180.1659545898438,N/A
249,1177.4035034179688,N/A
250,1178.6646118164062,N/A
251,1180.4519653320312,N/A
252,1178.985595703125,N/A
253,1177.2452392578125,N/A
254,1174.500732421875,N/A
255,1169.8026123046875,N/A
256,1166.1106262207031,N/A
257,1161.13330078125,N/A
258,1158.4751586914062,N/A
259,1156.9288330078125,N/A
260,1156.3333435058594,0.005233933683484793
261,1155.9649353027344,N/A
262,1156.6999816894531,N/A
263,1158.5909423828125,N/A
264,1158.5831909179688,N/A
265,1163.8568420410156,N/A
266,1167.1121520996094,N/A
267,1172.5052490234375,N/A
268,1180.891845703125,N/A
269,1189.3041381835938,N/A
270,1195.549087524414,N/A
271,1198.2552795410156,N/A
272,1204.9860229492188,N/A
273,1191.6607360839844,N/A
274,1177.5618286132812,N/A
275,1157.96533203125,N/A
276,1142.0087890625,N/A
277,1129.7976684570312,N/A
278,1122.399658203125,N/A
279,1118.4120483398438,N/A
280,1116.9783325195312,0.0051179383881390095
281,1119.4617004394531,N/A
282,1122.2776184082031,N/A
283,1125.4949645996094,N/A
284,1128.8423461914062,N/A
285,1136.4387512207031,N/A
286,1143.080322265625,N/A
287,1153.1264343261719,N/A
288,1159.4923706054688,N/A
289,1171.325439453125,N/A
290,1174.072509765625,N/A
291,1172.6511535644531,N/A
292,1155.2456665039062,N/A
293,1131.3193359375,N/A
294,1112.447509765625,N/A
295,1100.80322265625,N/A
296,1094.4158630371094,N/A
297,1093.7457580566406,N/A
298,1093.3113708496094,N/A
299,1101.2823181152344,N/A
300,1106.6278076171875,0.005185279063880444
301,1113.771484375,N/A
302,1121.8281555175781,N/A
303,1127.5122680664062,N/A
304,1124.0762481689453,N/A
305,1122.1219482421875,N/A
306,1117.166015625,N/A
307,1115.1915893554688,N/A
308,1119.7255249023438,N/A
309,1119.0452270507812,N/A
310,1116.2406005859375,N/A
311,1108.0782318115234,N/A
312,1093.0633544921875,N/A
313,1072.0542755126953,N/A
314,1055.1168670654297,N/A
315,1047.0169677734375,N/A
316,1047.5297546386719,N/A
317,1049.4367980957031,N/A
318,1049.38623046875,N/A
319,1044.6378173828125,N/A
320,1039.2825012207031,0.004823834169656038
321,1033.6483764648438,N/A
322,1030.9202880859375,N/A
323,1029.6069946289062,N/A
324,1028.2649536132812,N/A
325,1028.4831848144531,N/A
326,1027.50732421875,N/A
327,1032.9649353027344,N/A
328,1043.240234375,N/A
329,1077.8311157226562,N/A
330,1165.2850952148438,N/A
331,1355.3310241699219,N/A
332,1684.7652282714844,N/A
333,1847.7492370605469,N/A
334,1712.8101196289062,N/A
335,1235.7893676757812,N/A
336,1329.14111328125,N/A
337,1349.23486328125,N/A
338,1141.933837890625,N/A
339,1197.7601928710938,N/A
340,1160.3787841796875,0.005129214841872454
341,1105.4196472167969,N/A
342,1110.9511108398438,N/A
343,1097.5019836425781,N/A
344,1054.4996337890625,N/A
345,1057.6726989746094,N/A
346,1061.4981079101562,N/A
347,1031.4356689453125,N/A
348,1031.7827758789062,N/A
349,1033.4082946777344,N/A
350,1012.1137084960938,N/A
351,1015.3518981933594,N/A
352,1014.2254943847656,N/A
353,999.8840179443359,N/A
354,1003.1811828613281,N/A
355,999.9795684814453,N/A
356,989.9958801269531,N/A
357,990.9041748046875,N/A
358,990.3667602539062,N/A
359,982.1115417480469,N/A
360,982.7442016601562,0.004633754957467318
361,980.9290771484375,N/A
362,977.0332641601562,N/A
363,974.1952972412109,N/A
364,973.2431640625,N/A
365,971.6375885009766,N/A
366,968.8052673339844,N/A
367,966.4546051025391,N/A
368,965.892333984375,N/A
369,964.1889953613281,N/A
370,963.0459289550781,N/A
371,960.5339965820312,N/A
372,958.8255462646484,N/A
373,957.0895843505859,N/A
374,955.5991516113281,N/A
375,954.33251953125,N/A
376,952.8013610839844,N/A
377,951.8679351806641,N/A
378,950.2786865234375,N/A
379,949.3594818115234,N/A
380,948.396728515625,0.004517100285738707
381,948.590087890625,N/A
382,948.5989379882812,N/A
383,949.6859283447266,N/A
384,951.1229400634766,N/A
385,953.3164825439453,N/A
386,959.4812927246094,N/A
387,969.0442199707031,N/A
388,979.3975219726562,N/A
389,996.4348602294922,N/A
390,1008.0708618164062,N/A
391,1014.9844055175781,N/A
392,1002.3511352539062,N/A
393,976.4344482421875,N/A
394,948.6378479003906,N/A
395,934.9470520019531,N/A
396,934.9018859863281,N/A
397,940.6616668701172,N/A
398,940.8615112304688,N/A
399,934.7068786621094,N/A
400,928.7592468261719,0.004433826543390751
401,927.3817138671875,N/A
402,926.0816040039062,N/A
403,924.4370727539062,N/A
404,924.0274658203125,N/A
405,922.1263732910156,N/A
406,920.2274169921875,N/A
407,919.4401245117188,N/A
408,918.6410064697266,N/A
409,916.9540863037109,N/A
410,915.6600341796875,N/A
411,914.5717163085938,N/A
412,912.7510375976562,N/A
413,910.8799438476562,N/A
414,910.2260131835938,N/A
415,909.3675842285156,N/A
416,908.3865356445312,N/A
417,907.6600952148438,N/A
418,906.2361755371094,N/A
419,904.6265258789062,N/A
420,904.2544250488281,0.004344028886407614
421,903.4341735839844,N/A
422,902.7665100097656,N/A
423,901.6130981445312,N/A
424,899.8777465820312,N/A
425,899.4107360839844,N/A
426,897.8261413574219,N/A
427,897.2288208007812,N/A
428,896.3945922851562,N/A
429,894.9927978515625,N/A
430,894.7094573974609,N/A
431,893.7546997070312,N/A
432,892.99072265625,N/A
433,891.4281005859375,N/A
434,891.7906188964844,N/A
435,893.3103485107422,N/A
436,895.1173248291016,N/A
437,900.2822265625,N/A
438,910.2452087402344,N/A
439,931.8084716796875,N/A
440,963.9715576171875,0.005026920232921839
441,1015.1400451660156,N/A
442,1071.1146240234375,N/A
443,1107.4239654541016,N/A
444,1088.3101196289062,N/A
445,1062.13671875,N/A
446,1110.8851623535156,N/A
447,1269.0831604003906,N/A
448,1318.8530578613281,N/A
449,1148.725814819336,N/A
450,1046.922119140625,N/A
451,1135.5018310546875,N/A
452,1014.0523681640625,N/A
453,934.3420867919922,N/A
454,997.5177764892578,N/A
455,935.5443725585938,N/A
456,932.3847961425781,N/A
457,918.7809600830078,N/A
458,900.933837890625,N/A
459,918.8364868164062,N/A
460,889.5431213378906,0.004288178868591785
461,891.3236083984375,N/A
462,892.3863677978516,N/A
463,881.5877227783203,N/A
464,882.9545288085938,N/A
465,872.6704711914062,N/A
466,872.1131744384766,N/A
467,871.8699951171875,N/A
468,866.09765625,N/A
469,866.5485229492188,N/A
470,863.4036560058594,N/A
471,860.849365234375,N/A
472,860.9576263427734,N/A
473,857.9048461914062,N/A
474,856.1532287597656,N/A
475,854.5975036621094,N/A
476,853.1020965576172,N/A
477,851.70068359375,N/A
478,851.1213989257812,N/A
479,849.4897155761719,N/A
480,848.2206420898438,0.004115016665309668
481,845.7596435546875,N/A
482,845.140380859375,N/A
483,843.2156066894531,N/A
484,841.6212158203125,N/A
485,841.160888671875,N/A
486,838.4894714355469,N/A
487,837.5247802734375,N/A
488,835.6708831787109,N/A
489,833.9279174804688,N/A
490,832.1950073242188,N/A
491,830.29736328125,N/A
492,828.5174560546875,N/A
493,827.1848449707031,N/A
494,826.5572509765625,N/A
495,824.2577514648438,N/A
496,823.1725769042969,N/A
497,822.3407592773438,N/A
498,822.228759765625,N/A
499,821.84228515625,N/A
500,821.3586120605469,0.004042301792651415
501,822.7098846435547,N/A
502,820.9498443603516,N/A
503,822.2868347167969,N/A
504,822.442138671875,N/A
505,825.0804901123047,N/A
506,832.2991638183594,N/A
507,829.2394714355469,N/A
508,841.6275634765625,N/A
509,842.7441101074219,N/A
510,846.6065826416016,N/A
511,850.4549560546875,N/A
512,851.3420867919922,N/A
513,847.4786376953125,N/A
514,839.672119140625,N/A
515,820.7646331787109,N/A
516,805.3707580566406,N/A
517,796.3486785888672,N/A
518,791.3621826171875,N/A
519,792.8438262939453,N/A
520,799.4567260742188,0.0040008798241615295
521,797.2332763671875,N/A
522,810.9626159667969,N/A
523,814.5465087890625,N/A
524,841.3017272949219,N/A
525,839.7856903076172,N/A
526,876.0357360839844,N/A
527,887.9835815429688,N/A
528,872.0653686523438,N/A
529,849.6087493896484,N/A
530,832.1848754882812,N/A
531,838.4770812988281,N/A
532,844.3139038085938,N/A
533,837.2231292724609,N/A
534,806.6644592285156,N/A
535,802.8014678955078,N/A
536,794.60791015625,N/A
537,799.7467803955078,N/A
538,785.3146667480469,N/A
539,782.6655578613281,N/A
540,764.1018676757812,0.0038205396849662066
541,779.7669830322266,N/A
542,778.2658843994141,N/A
543,760.1665954589844,N/A
544,759.6665954589844,N/A
545,747.1171264648438,N/A
546,759.5114135742188,N/A
547,757.3207397460938,N/A
548,742.9443664550781,N/A
549,752.1390075683594,N/A
550,736.8836975097656,N/A
551,737.2657775878906,N/A
552,734.7761535644531,N/A
553,738.9883728027344,N/A
554,727.8872680664062,N/A
555,737.0111083984375,N/A
556,734.5708312988281,N/A
557,740.1895751953125,N/A
558,771.0555725097656,N/A
559,877.6361846923828,N/A
560,1129.1901550292969,0.007965369150042534
561,1468.7577056884766,N/A
562,1504.91259765625,N/A
563,940.01953125,N/A
564,1187.3681945800781,N/A
565,897.6041870117188,N/A
566,1058.2083740234375,N/A
567,925.4421234130859,N/A
568,913.3381958007812,N/A
569,908.4853820800781,N/A
570,816.0012359619141,N/A
571,850.9957580566406,N/A
572,813.9787750244141,N/A
573,804.0842895507812,N/A
574,809.208740234375,N/A
575,782.4418487548828,N/A
576,800.1426086425781,N/A
577,786.1636810302734,N/A
578,797.6468200683594,N/A
579,797.9568786621094,N/A
580,797.4347839355469,0.003822948317974806
581,773.7930145263672,N/A
582,767.4851684570312,N/A
583,753.1579742431641,N/A
584,750.8511047363281,N/A
585,750.7382507324219,N/A
586,747.5990905761719,N/A
587,740.782958984375,N/A
588,770.09423828125,N/A
589,731.3968353271484,N/A
590,765.4308319091797,N/A
591,762.5024719238281,N/A
592,747.7174072265625,N/A
593,737.3157806396484,N/A
594,729.7439880371094,N/A
595,720.0414886474609,N/A
596,722.7099456787109,N/A
597,716.9732666015625,N/A
598,701.4015197753906,N/A
599,703.2002716064453,N/A
600,698.6190185546875,0.0035892571322619915
601,690.8100891113281,N/A
602,692.3624114990234,N/A
603,687.2852935791016,N/A
604,690.9544372558594,N/A
605,679.6088104248047,N/A
606,680.9825134277344,N/A
607,677.174560546875,N/A
608,674.9260711669922,N/A
609,679.1158905029297,N/A
610,685.2226104736328,N/A
611,717.4219055175781,N/A
612,713.1844329833984,N/A
613,703.9064636230469,N/A
614,684.104736328125,N/A
615,700.2661437988281,N/A
616,687.2348327636719,N/A
617,683.4554443359375,N/A
618,668.4425659179688,N/A
619,661.7055969238281,N/A
620,661.20166015625,0.00345302140340209
621,667.3963165283203,N/A
622,667.0275268554688,N/A
623,653.9627380371094,N/A
624,704.0253295898438,N/A
625,686.1876678466797,N/A
626,701.9284820556641,N/A
627,676.9396667480469,N/A
628,698.0064849853516,N/A
629,690.1224060058594,N/A
630,707.6912841796875,N/A
631,704.4052581787109,N/A
632,735.5677642822266,N/A
633,709.0302429199219,N/A
634,700.49462890625,N/A
635,694.190673828125,N/A
636,651.0036468505859,N/A
637,653.1484069824219,N/A
638,633.5425720214844,N/A
639,645.654052734375,N/A
640,646.1284332275391,0.0035201378632336855
641,655.5975952148438,N/A
642,687.54052734375,N/A
643,627.061767578125,N/A
644,635.2655792236328,N/A
645,614.7117309570312,N/A
646,617.3313598632812,N/A
647,614.1218109130859,N/A
648,615.1532287597656,N/A
649,619.0338287353516,N/A
650,627.1376342773438,N/A
651,649.0651397705078,N/A
652,630.0261688232422,N/A
653,647.68115234375,N/A
654,634.7752380371094,N/A
655,631.8470764160156,N/A
656,613.9596481323242,N/A
657,714.3096771240234,N/A
658,669.4556579589844,N/A
659,709.504150390625,N/A
660,684.9364624023438,0.0033098424319177866
661,644.2921905517578,N/A
662,651.3244323730469,N/A
663,642.0474700927734,N/A
664,632.3344421386719,N/A
665,628.3280487060547,N/A
666,636.1118621826172,N/A
667,599.1486511230469,N/A
668,599.2692565917969,N/A
669,616.2303466796875,N/A
670,637.9558258056641,N/A
671,638.6218109130859,N/A
672,628.74853515625,N/A
673,641.7713928222656,N/A
674,671.4512329101562,N/A
675,659.6647644042969,N/A
676,699.4621734619141,N/A
677,632.4843292236328,N/A
678,609.4020080566406,N/A
679,629.20751953125,N/A
680,589.4348449707031,0.0033254739828407764
681,653.2771301269531,N/A
682,668.3568420410156,N/A
683,654.91064453125,N/A
684,632.2220764160156,N/A
685,646.4411010742188,N/A
686,614.6035003662109,N/A
687,639.9574127197266,N/A
688,625.4187164306641,N/A
689,609.2633666992188,N/A
690,635.1210784912109,N/A
691,622.4423522949219,N/A
692,606.1683349609375,N/A
693,587.4964904785156,N/A
694,606.100830078125,N/A
695,568.9146118164062,N/A
696,564.4743499755859,N/A
697,561.3484649658203,N/A
698,588.0582580566406,N/A
699,584.0500183105469,N/A
700,600.68505859375,0.003183027496561408
701,563.7318954467773,N/A
702,613.740966796875,N/A
703,623.8734588623047,N/A
704,586.7815551757812,N/A
705,565.9530639648438,N/A
706,578.2794342041016,N/A
707,547.3977203369141,N/A
708,584.2591552734375,N/A
709,564.1427307128906,N/A
710,555.9762115478516,N/A
711,536.0503234863281,N/A
712,553.1421508789062,N/A
713,543.580810546875,N/A
714,566.6960601806641,N/A
715,560.8005065917969,N/A
716,573.1408004760742,N/A
717,576.0818023681641,N/A
718,584.4399719238281,N/A
719,612.078857421875,N/A
720,617.4452819824219,0.0036240103654563427
721,646.0251770019531,N/A
722,647.4001770019531,N/A
723,695.23974609375,N/A
724,681.7658843994141,N/A
725,657.7360382080078,N/A
726,596.3457183837891,N/A
727,545.3211975097656,N/A
728,561.1832733154297,N/A
729,619.1948547363281,N/A
730,706.6750946044922,N/A
731,749.5079040527344,N/A
732,760.6047668457031,N/A
733,656.6371307373047,N/A
734,663.9520111083984,N/A
735,727.1753845214844,N/A
736,593.9382476806641,N/A
737,586.1398315429688,N/A
738,583.9178924560547,N/A
739,599.4007263183594,N/A
740,555.2516937255859,0.0031815425027161837
741,565.7022552490234,N/A
742,576.7444610595703,N/A
743,531.5138854980469,N/A
744,625.0316925048828,N/A
745,626.4127502441406,N/A
746,600.2016906738281,N/A
747,549.2641296386719,N/A
748,589.2284088134766,N/A
749,529.0307998657227,N/A
750,567.6001739501953,N/A
751,525.7961883544922,N/A
752,525.473876953125,N/A
753,516.2372741699219,N/A
754,511.37705993652344,N/A
755,510.45167541503906,N/A
756,507.2504119873047,N/A
757,504.8898162841797,N/A
758,509.21331787109375,N/A
759,501.14849853515625,N/A
760,510.6590576171875,0.0029158901888877153
761,503.7171325683594,N/A
762,502.96263122558594,N/A
763,507.9738464355469,N/A
764,509.1986999511719,N/A
765,506.9235382080078,N/A
766,506.00559997558594,N/A
767,504.9893798828125,N/A
768,506.1022033691406,N/A
769,514.7681121826172,N/A
770,530.303581237793,N/A
771,555.1286544799805,N/A
772,583.2673797607422,N/A
773,595.4701766967773,N/A
774,607.103889465332,N/A
775,595.5616149902344,N/A
776,557.9032897949219,N/A
777,560.1210327148438,N/A
778,540.4830017089844,N/A
779,544.821403503418,N/A
780,532.628532409668,0.002949918620288372
781,500.9153289794922,N/A
782,506.7130584716797,N/A
783,509.1552429199219,N/A
784,495.35252380371094,N/A
785,488.9809875488281,N/A
786,494.2554626464844,N/A
787,496.1999206542969,N/A
788,507.0419616699219,N/A
789,516.2707443237305,N/A
790,491.94190979003906,N/A
791,501.19627380371094,N/A
792,498.9439239501953,N/A
793,494.41290283203125,N/A
794,483.9172058105469,N/A
795,502.8280029296875,N/A
796,481.2633972167969,N/A
797,546.7286834716797,N/A
798,493.1101760864258,N/A
799,502.34584045410156,N/A
800,508.5879364013672,0.0028554026503115892
801,486.69061279296875,N/A
802,478.79815673828125,N/A
803,495.7045593261719,N/A
804,489.2439270019531,N/A
805,477.3220520019531,N/A
806,487.8795471191406,N/A
807,483.1007995605469,N/A
808,509.8205108642578,N/A
809,560.0477600097656,N/A
810,526.9368438720703,N/A
811,528.233154296875,N/A
812,512.5121002197266,N/A
813,502.95509338378906,N/A
814,523.7504272460938,N/A
815,525.3448181152344,N/A
816,545.2180480957031,N/A
817,511.83021545410156,N/A
818,518.4207153320312,N/A
819,493.80062103271484,N/A
820,501.86668395996094,0.0030585017520934343
821,511.43951416015625,N/A
822,520.9733963012695,N/A
823,531.4835433959961,N/A
824,497.0109558105469,N/A
825,505.59842681884766,N/A
826,522.1927261352539,N/A
827,528.3060302734375,N/A
828,532.9741668701172,N/A
829,539.8572998046875,N/A
830,543.6230316162109,N/A
831,553.7892303466797,N/A
832,607.4345092773438,N/A
833,578.8490524291992,N/A
834,552.2407760620117,N/A
835,506.1288299560547,N/A
836,504.3608703613281,N/A
837,518.0666656494141,N/A
838,497.5101318359375,N/A
839,480.344482421875,N/A
840,499.8388671875,0.0028647950384765863
841,479.73558044433594,N/A
842,475.12953186035156,N/A
843,511.97259521484375,N/A
844,467.10731506347656,N/A
845,609.6669921875,N/A
846,608.9576110839844,N/A
847,512.8388519287109,N/A
848,496.98057556152344,N/A
849,584.3836364746094,N/A
850,521.6747436523438,N/A
851,530.7287139892578,N/A
852,515.5284576416016,N/A
853,507.50872802734375,N/A
854,517.9424667358398,N/A
855,512.1644744873047,N/A
856,499.79750061035156,N/A
857,508.39868927001953,N/A
858,505.09375,N/A
859,491.5972442626953,N/A
860,464.35723876953125,0.002788209356367588
861,492.24767303466797,N/A
862,484.198486328125,N/A
863,471.8494415283203,N/A
864,463.9603576660156,N/A
865,461.6758575439453,N/A
866,469.01502990722656,N/A
867,462.5370330810547,N/A
868,455.0213317871094,N/A
869,454.45314025878906,N/A
870,453.1651382446289,N/A
871,456.0805206298828,N/A
872,459.4447021484375,N/A
873,456.1619567871094,N/A
874,454.733154296875,N/A
875,457.36785888671875,N/A
876,461.8739318847656,N/A
877,468.00003814697266,N/A
878,480.848388671875,N/A
879,500.8033142089844,N/A
880,529.2511520385742,0.0033844346180558205
881,561.6347045898438,N/A
882,574.5844955444336,N/A
883,553.1622467041016,N/A
884,545.0013275146484,N/A
885,567.9836883544922,N/A
886,564.5627136230469,N/A
887,532.3007507324219,N/A
888,482.70208740234375,N/A
889,509.6422424316406,N/A
890,511.8810119628906,N/A
891,519.7983551025391,N/A
892,495.9941711425781,N/A
893,487.20845794677734,N/A
894,487.7939910888672,N/A
895,471.6076965332031,N/A
896,528.2179412841797,N/A
897,474.927734375,N/A
898,474.7778854370117,N/A
899,458.0015869140625,N/A
900,470.5807189941406,0.0027201108168810606
901,459.7205047607422,N/A
902,449.3536911010742,N/A
903,478.74851989746094,N/A
904,449.4059143066406,N/A
905,444.73631286621094,N/A
906,465.19757080078125,N/A
907,441.5544738769531,N/A
908,525.7731628417969,N/A
909,439.4273986816406,N/A
910,465.28631591796875,N/A
911,450.27647399902344,N/A
912,469.81556701660156,N/A
913,452.9379119873047,N/A
914,505.1233673095703,N/A
915,505.005615234375,N/A
916,463.5146026611328,N/A
917,578.5557098388672,N/A
918,587.5108489990234,N/A
919,574.1373901367188,N/A
920,704.1148071289062,0.0030575040727853775
921,664.1437835693359,N/A
922,629.4617919921875,N/A
923,653.6669464111328,N/A
924,653.8308563232422,N/A
925,613.1703186035156,N/A
926,590.3006286621094,N/A
927,595.0351715087891,N/A
928,592.8032989501953,N/A
929,571.4824829101562,N/A
930,554.9815673828125,N/A
931,559.4128570556641,N/A
932,557.0368347167969,N/A
933,547.7935256958008,N/A
934,531.5397796630859,N/A
935,531.1572418212891,N/A
936,526.6517028808594,N/A
937,519.1528167724609,N/A
938,511.8056335449219,N/A
939,505.5822982788086,N/A
940,492.93807220458984,0.002655338728800416
941,480.0957489013672,N/A
942,471.31080627441406,N/A
943,467.4565963745117,N/A
944,455.81241607666016,N/A
945,451.54078674316406,N/A
946,446.61248779296875,N/A
947,442.02384185791016,N/A
948,441.6315002441406,N/A
949,439.2165222167969,N/A
950,436.8693161010742,N/A
951,436.48484802246094,N/A
952,439.8382110595703,N/A
953,445.0975875854492,N/A
954,454.5076675415039,N/A
955,475.0379943847656,N/A
956,510.9957580566406,N/A
957,544.1593322753906,N/A
958,585.6323547363281,N/A
959,574.5863800048828,N/A
960,569.6199645996094,0.0032517805229872465
961,573.1932678222656,N/A
962,535.3378753662109,N/A
963,511.7859191894531,N/A
964,489.3637390136719,N/A
965,471.26377868652344,N/A
966,479.04056549072266,N/A
967,481.1380615234375,N/A
968,501.31494140625,N/A
969,441.4939880371094,N/A
